index,explanation_category,explanation_type,source_file,dataset,context_1_id,user_context_1,system_context_1,context_2_id,user_context_2,system_context_2,id,user,system,short_and_easy,short_and_complex,elaborate_and_easy,elaborate_and_complex
32,attribution,important,11,daily_dialog,,,,,,,11a4c6c56eb8609f9dc8dfc46b017cc603cdcac13cd9910e88ffc58362ee,,,,,,
33,perturbation,adversarial,1,boolq,,,,,,,0ab4521f1b5b4eeb1d0d38498674f4904b9648c3305e338467e7b23ada79,,,,,,
34,perturbation,adversarial,1,boolq,,,,,,,a6ad2dcb2874d07dfe46378a175bb95ab2b7b27d47fa46eee321ab694803,,,,,,
35,perturbation,adversarial,2,daily_dialog,,,,,,,6f2cd00f2e21126d79c10b5ed180fe7f1f3c395877dcf885f40acf083991,,,,,,
36,perturbation,adversarial,5,olid,,,,,,,d338ba6efd0be6c6a84d0793e2def7bb6fc5df158cfa86821481aec2b4dc,,,,,,
37,perturbation,adversarial,10,boolq,,,,,,,bdee66a7c3c209e42a20a7238eab8c9d8b620ca40ded541114196f89c54c,,,,,,
38,perturbation,adversarial,13,boolq,,,,,,,141ec36e4cca352f82a8fad54f081847da8af1daf34b17688f3261343638,,,,,,
39,perturbation,adversarial,14,daily_dialog,,,,,,,d626a388f4501394cb3fbeba16631d910d9163778da77fd0e2c93436402e,,,,,,
40,perturbation,adversarial,15,olid,,,,,,,370b8dd85bcd1a59a181ab4efa985fa2cd9905c5db2ef43954ea3e30cee9,,,,,,
41,perturbation,augment,3,olid,,,,,,,1e201adf565a92a1416ad0bd61116348c88c50912ab2ac44133116d2c377,,,,,,
42,perturbation,augment,5,olid,,,,,,,a8ce001e56fc24c81f7b7fc47e9225049e9b283207896dba419dd38bcf2b,,,,,,
43,perturbation,augment,5,olid,,,,,,,93185fc3bd284fd88f671f587858e80dabb1bada4408a2ae2a8b47a10fe6,,,,,,
44,perturbation,augment,9,olid,,,,,,,9cd3bfe1ce0da785f66f876a9653a67d89a7e184023c958edf3d0b14c083,,,,,,
45,perturbation,augment,13,boolq,,,,,,,da02c7e07e6a5d43cd92f9163fcebf1e43ce048d0dfe8034923f4b57b6e2,,,,,,
46,perturbation,cfe,3,olid,,,,,,,054d84735c5115ddbc4da0052afadadaa4dab40c6a5ec7b64c277f429203,,,,,,
47,perturbation,cfe,13,boolq,,,,,,,db65844d90bb7aed2f6f40522acde2fc192d57aa93e8a7f6a70ebb52a0d8,,,,,,
48,perturbation,cfe,14,daily_dialog,,,,,,,2a89639c797898baf2f4ec58f29e8293a095b06837e97e5580dd9fabdb65,,,,,,
