index,explanation_category,explanation_type,source_file,dataset,context_1_id,user_context_1,system_context_1,context_2_id,user_context_2,system_context_2,id,user,system,short_and_easy,short_and_complex,elaborate_and_easy,elaborate_and_complex
11,rationale,rationalize,5,olid,6d83c2887c519628efc7bbf7b1cb1a7a593a116276d07165cd7dcbf32b4c,"Could you give me all frequent keywords, please?","The 25 most frequent words in the dataset are:

Word        Frequence
@USER        6491
I        561
URL        392
You        234
gun        221
like        208
He        206
        186
""@USER        176
She        171
people        163
MAGA        162
control        156
&        150
The        150
liberals        148
:face_with_tears_of_joy:        128
would        114
one        113
get        113
Antifa        103
think        102
Liberals        96
know        96
And        94",83162957576ef652d066053503408f091c7e68f80122701d4aaf3753ac4a,Could you provide a free-text explanation for your id 9 prediction?,"Original text: Tweet: '@USER @USER @USER @USER @USER Looking forward to the right dragging up these tweets when the New York Times hires me as Antifa Editor'
Prediction: non-offensive
Explanation: While the language used in the original tweet was informal, it was not intended to be offensive. In addition, while the content of this tweet may not have been intended as a joke, there is no evidence that the author was making a serious statement about politics or the current political climate. The author's mention of ""antifa editor"" is likely a reference to a recent article published by the NYT about its plans to hire a former Antifascist International editor. While the article does mention that Antifeascists are being considered for other positions, this is clearly a satirical reference, and there's no indication that this author is affiliated with Antifleascst or any other group that would make them an appropriate candidate for this role.",261dce585c371ee1a16cbe7b7c1de6ac5d25082a441f104fb784b473aa66,Could you provide a free-text explanation for your id 10 prediction?,"Original text: Tweet: '@USER @USER Yup hahaha she is cute'
Prediction: non-offensive
Explanation: There is not any use or mention of racial, ethnic, religious, sexual orientation, veteran, disability, physical or mental health terms in the Tweet. Language used in Tweets is generally informal, and some of it contains profanities. However, it is purely a matter of opinion whether the use and/or language is offensive or not. The TWEET is simply expressing the opinion of a user about another user's behavior. This is a non offensive way of expressing one's opinion.",,,,
12,rationale,rationalize,7,daily_dialog,b1c629fee9f4bbd4b9fb8c1d9ad4fb949723ef9fe98fce6baa66aae3f1b7,Could you explain your prediction on id 0 in natural language?,"Original text: Text: 'hey man, you wanna buy some weed?'
Prediction: directive
Explanation: Question is the most likely dialogueact, because the request for information is made by the sender of the message. In this case, man. The sender is seeking information about the identity of a person, and is therefore using the question word.",349d43f1207f06d05aef7c55458359584af91073130f39f734e7184e976c,What are two examples similar to id 0?,"The original text for id 0:

change 0 to a commissive...

Here are some instances similar to id 0:
id 1481 (cossim 0.29):
first you must check in at counter no. 4....

id 1987 (cossim 0.262):
what am i supposed to do?...

id 285 (cossim 0.252):
i can handle them without any trouble...",d10cea861d69cbe518908772fedfd4d5a88eb5cfe8869344e72e7bc4b182,Could you explain your prediction on id 6 in natural language?,"Original text: Text: 'come on man! i even got dope and acid! try some!'
Prediction: directive
Explanation: directive is a directive dialogueact, where the speaker is trying to get the listener to do something. In this case, it's the subject of the sentence, ""try some!"". The directive act can also be used as a general purpose act, to express a request or order. overinform: the information provided is not particularly useful or helpful. This is because the provided information is either not true, does not apply to the situation, is too general, etc. Overinform is used when the actual information that is needed is provided later in the conversation. For example, if I ask you where a car is, and you tell me that the car you are looking for is in a nearby parking lot, I would consider this overinform, because I already know where your car resides. I need to know more about the specifics of your situation to provide the needed information. question: this act describes a conversation where two people are communicating with each other. One person is asking a direct question to another person. They are not necessarily trying get a response from the other person, but they are just trying make sense of something, find an answer, understand something better. So, in this example the question act. The question is ""where is the parking?"". And the answer is given by the person who is looking in their car for the parked car. ""In a nearby parking."". Here the direct answer was given, so the act was classified out of question. However, this is an example of a dialogue where there is no promise or command given. If the same conversation was about a pizza place, then the command act might be more appropriate. But in general the promise act and command acts are used in conjunction with questions. inform (question): this acts describes the first person asking the second person a specific question or making a statement. Then the inform act takes place. After the ask or statement, there might or might not be a follow up question from second. Sometimes the followup question might even be from third person or someone else. Like in example 1, after the ""Where is it?"" the inquirer might get another answer ""in a parking"". Inform is also used to describe a situation where someone is giving information to someone. Example 2. A person might say ""I am going to a party tomorrow and I will bring some alcohol. Please don't tell anyone"". This act could also describe the action of someone giving a gift to other, like a present.",,,,
13,rationale,rationalize,11,daily_dialog,94364f434ebfbcf225e2ab302cc6170ef4feec8e51212f9392d987716f01,i want to know top 20 contributed words with label question.,"occur, preference, tibet, safe, salty, gate, jimmy, drivers, building, and happened are the most attributed.",b7b9b5f78ea109899640437b38ea98f15617832c7186923556954d7723ff,explain id 0 with rationale,"Dialog: 'hey man, you wanna buy some weed?'

Prediction: directive

Explanation: Question is the most likely dialogueact, because the request for information is made by the sender of the message. In this case, man. The sender is seeking information about the identity of a person, and is therefore using the question word.",748169e8b04e4d4ae0481e64492b83b49547d2a0bb2b3b1d48e78b322e33,explain id 8 with rationale,"Dialog: 'i got my connections! just tell me what you want and i ’ ll even give you one ounce for free.'

Prediction: directive

Explanation: Directive is a directive act, and inform is the most common of the four possible dialogue acts. The other three are question (asking a clarifying question), command (giving a direct order), and commissIVE (making a commitment). The Commissive act includes promises, but the one in this example is not a Promise. A: According to the dialogue chart, this is directive. Directives are commands, questions are questions, requests are requests, etc.",,,,
14,rationale,rationalize,12,olid,3fb13214d9c11632c9a2ee214b401d0549bb8bfafcb8f12a6dd3978361d9,what are important features for offensive,"##rook, idi, bomb, vile, shi, gross, bit, ##ches, fu, and ##ch are the most attributed.",83162957576ef652d066053503408f091c7e68f80122701d4aaf3753ac4a,Find id 9 and generate an explanation in natural language,"Original text: Tweet: '@USER @USER @USER @USER @USER Looking forward to the right dragging up these tweets when the New York Times hires me as Antifa Editor'
Prediction: non-offensive
Explanation: While the language used in the original tweet was informal, it was not intended to be offensive. In addition, while the content of this tweet may not have been intended as a joke, there is no evidence that the author was making a serious statement about politics or the current political climate. The author's mention of ""antifa editor"" is likely a reference to a recent article published by the NYT about its plans to hire a former Antifascist International editor. While the article does mention that Antifeascists are being considered for other positions, this is clearly a satirical reference, and there's no indication that this author is affiliated with Antifleascst or any other group that would make them an appropriate candidate for this role.",261dce585c371ee1a16cbe7b7c1de6ac5d25082a441f104fb784b473aa66,"For id 10, generate a natural language explanation","Original text: Tweet: '@USER @USER Yup hahaha she is cute'
Prediction: non-offensive
Explanation: There is not any use or mention of racial, ethnic, religious, sexual orientation, veteran, disability, physical or mental health terms in the Tweet. Language used in Tweets is generally informal, and some of it contains profanities. However, it is purely a matter of opinion whether the use and/or language is offensive or not. The TWEET is simply expressing the opinion of a user about another user's behavior. This is a non offensive way of expressing one's opinion.",,,,
15,rationale,rationalize,13,boolq,c40824cac0be543e55af215e1f0a59c2681c96197d3d824bdbd3fb6d4e48,i'm looking for a case that is akin to id 1339 could you help me with that?,"The original text for id 0:

Is socrates dead ? Socrates (/ˈsɒkrətiːz/;[1] Greek: Σωκράτης; c. 470–399 BC) was a Greek philosopher from...

Here are some instances similar to id 0:
id 465 (cossim 0.281):
was turkey a part of the roman empire History of Turkey -- The Persian Achaemenid Empire...

id 943 (cossim 0.265):
were greece and rome around at the same time Greece in the Roman era -- Greece...

id 2313 (cossim 0.257):
is it possible for someone to die of laughter Death from laughter -- Death from laughter...",0a637525c985a5d77629553020f0693e0d20e191093ab69be500b372c08f,how do you decide whether some text is False,"hypothetical, metaphor, avoided, problematic, unsuitable, shepard, limitation, dubious, ##utable, and scout are the most attributed.",2934eca7afa673a3704653101bd34730d809068966e98589717027defe02,generate a natural language explanation for id 1938,"Original text: Question: did kristen bell sing all the voices of anna Passage: Anna (Frozen) -- Princess Anna of Arendelle is a fictional character who appears in Walt Disney Animation Studios' 53rd animated film Frozen. She is voiced by Kristen Bell as an adult. At the beginning of the film, Livvy Stubenrauch and Katie Lopez provided her speaking and singing voice as a young child, respectively. Agatha Lee Monn portrayed her as a nine-year-old (singing).
Prediction: true
Explanation: Kristin Bell provided Anna's speaking voice in the movie Frozone as a young Child. The passage states that Anna was portrayed as as nine year old in a movie. Therefore, Kristin bell provided the singing as Anna in Froze as well.",,,,
16,rationale,rationalize,14,daily_dialog,b8c67c9a274622fd0f7b0e3bb52822d0fc966798fe9a9cd5f7417a6f629e,top three most important features,"fired., dry, and cleaned. are the most attributed.",4865e3654f8e4cff14ea99ca661d0fa7fd03dbdf5ee1d654c110b58f5463,how do you figure out if data points are dummy,"fired, occur, preference, goodbye, replies, dessert, cute, buff, ##made, and tibet are the most attributed.",9f78836e52f82ff64119762d7dc1f75b80ad724688eb3b0f9398f761dfa8,explain id 1387 in natural language,"Dialog: 'oh, i'm sorry. however, if you could help me out, i'll double the pay for the hours worked.'

Prediction: directive

Explanation: In the example provided, it is clear that ""you"" is the directive actor. The context makes clear the action that needs to be done (requesting the development of a film roll), and the location where this needs be completed (a specific location). The only option that is left is to ""double the amount of the work"" which is a commissIVE act.",,,,
17,attribution,nlpattribute,2,daily_dialog,fd41d6ae7b2d772f29de14b48b232181664fa1b4617a7f72ce5310a42bc4,What are the words that show up the most in the dataset?,"The 25 most frequent words in the dataset are:

Word	Frequence
’	341
like	145
-	134
yes,	128
i'm	126
would	125
get	102
good	102
think	95
take	90
you.	86
thank	81
that's	79
well,	76
want	75
one	75
go	74
i'll	74
could	70
need	66
know	64
oh,	63
you?	58
make	55
it.	55",f833a96e9b0c8f8c2ef42436bd1a3680a65baf6a6c450ff6017f7bb02fe5,What are the 6 keywords that are the most relevant?,"The 6 most frequent words in the dataset are:

Word	Frequence
’	341
like	145
-	134
yes,	128
i'm	126
would	125",165276d0d2e44e8b2fee9d6ad3343a42b2677f179668f6ee9bac08f4c7e2,i was wondering what are the most important features for instance 1117,"Dialog: i actually like the food there.

Top 5 token(s): actually . like there food",,,,
18,attribution,nlpattribute,2,daily_dialog,165276d0d2e44e8b2fee9d6ad3343a42b2677f179668f6ee9bac08f4c7e2,i was wondering what are the most important features for instance 1117,"Dialog: i actually like the food there.

Top 5 token(s): actually . like there food",fe683e5794fb88790dfa879c2bd60a9b6dcd32e1110a5722445f6fb6112b,what are the words in id 8 that make it being classified as it is?,"For the data with id equal to 8, the features are

dialog: i got my connections! just tell me what you want and i ’ ll even give you one ounce for free.",b718a18f0e0ca21766c9fe29d941fdca62c6de68ce6853171fd411add499,What are the most salient words in id 8 for the model to make a decision?,"Dialog: i got my connections! just tell me what you want and i ’ ll even give you one ounce for free.

Top 5 token(s): want tell free . give",,,,
19,attribution,nlpattribute,5,olid,cd114a9334dedd3feedfd69d1c2adb8fae16063e71409a05447c1d238748,What are the 3 most frequent keywords in the data?,"The 3 most frequent words in the dataset are:

Word	Frequence
@USER	6491
I	561
URL	392",a4ea1db4478f5877c8b04c0345eb2e5294d870a4ab550e6a055c2bd3b2a1,What are the most frequent keywords?,"The 25 most frequent words in the dataset are:

Word        Frequence
@USER        6491
I        561
URL        392
You        234
gun        221
like        208
He        206
        186
""@USER        176
She        171
people        163
MAGA        162
control        156
&        150
The        150
liberals        148
:face_with_tears_of_joy:        128
would        114
one        113
get        113
Antifa        103
think        102
Liberals        96
know        96
And        94",0a56ee0fbbb4c385a8fd3d505ddf7d1cab8b89d80570a4eaaef493527762,Which features are important for prediction 322?,"The original text is:
@USER They are Antifa democrats disguised as GOP looking to infiltrate the party. Don't worry though it doesn't take long to figure them out.

Top 5 token(s): ##fa ##trat it wo figure",,,,
20,attribution,nlpattribute,5,olid,0a56ee0fbbb4c385a8fd3d505ddf7d1cab8b89d80570a4eaaef493527762,"Which features are important for prediction 322?	""The original text is:
@USER They are Antifa democrats disguised as GOP looking to infiltrate the party. Don't worry though it doesn't take long to figure them out.

Top 5 token(s): ##fa ##trat it wo figure""","The original text is:
@USER They are Antifa democrats disguised as GOP looking to infiltrate the party. Don't worry though it doesn't take long to figure them out.

Top 5 token(s): ##fa ##trat it wo figure",7f296368ceb1b57d460645fadc656c1349669b7c69b4239e7cb1898e57ae,Could you explain data point 21 in natural language?,"Original text: Tweet: '@USER @USER I bet more gun control is your answer.'
Prediction: non-offensive
Explanation: While the first tweet contains a prediction, it does provide context and an explanation for why the prediction was made. In the second tweet the author expresses their opinion on gun controls, but does so in a non offensive manner.",21ddaab84f06cf7cb9f5e00e1a1552662313db5fd12b2ecf650f83763552,What features are most salient for id 124?,"The original text is:
@USER They are Antifa democrats disguised as GOP looking to infiltrate the party. Don't worry though it doesn't take long to figure them out.

Top 5 token(s): ##fa ##trat it wo figure",,,,
21,attribution,nlpattribute,9,olid,a45e723b73794821aeb1a0ab3af013252a01fac91a9cc6446fea191dfd66,expound on id 340 with an explanation,"Original text: Tweet: '@USER @USER Very disturbed by how this platform has become like a dictatorship from the Soviet state.'
Prediction: offensive
Explanation: There is a lack of negative or offensive content. While the content is negative, it is also appreciating the negative behavior of other users. A: According to the Twitter's guidelines, offensive and abusive language is not allowed. So, in this case, @user's tweet violates the guidelines.",110ee3c11e4dcd8a0527b970201e4f31c407ddb67bee1bc52b1f5366e7c5,show me data the model gets wrong,"For all the instances in the data, the model is incorrect 508 out of 2648 times (error rate 0.192).",d1535e92d8b75e8a962e4410abdb04ed0e430f4d789b81287b6eda87bab3,what are the most important sentences for id 340,"ID 340: The original text is: @USER @USER Very disturbed by how this platform has become like a dictatorship from the Soviet state.


Sentence 1: @USER @USER Very disturbed by how this platform has become like a dictatorship from the Soviet state.
Average saliency score: -0.036
Prediction: non-offensive",,,,
22,attribution,nlpattribute,11,daily_dialog,855f17cc5f5dd37473ec0747d1c124aed44859e87d867039f6533dfde193,could you locate 3 comparable data point to id 9 for me?,"The original text for id 9:

sounds good! let ’ s see, i want....

Here are some instances similar to id 9:
id 476 (cossim 0.631):
sound great. let's go!...

id 597 (cossim 0.576):
that sounds fine, thanks for that. let's go ahead!...

id 1312 (cossim 0.574):
sounds good. thanks a lot....",0813707197308c0f1d722e0c3584c3598a9285e43b52bfb2edf21e8e9a42,what are 5 the most frequent keywords in the data?,"The 5 most frequent words in the dataset are:

Word	Frequence
’	341
like	145
-	134
yes,	128
i'm	126",fdd30b3caff5cb883863c6ed149c0acab279f93845aa95db262560b85cd3,most important features for data point 8,"Dialog: i got my connections! just tell me what you want and i ’ ll even give you one ounce for free.

Top 5 token(s): want tell free . give",,,,
